fecha_scrape,fecha_publicacion,empresa,titulo_puesto,categoria,ubicacion,modalidad,salario_min,salario_max,experiencia_requerida,stack_tecnologico,nivel_ingles,url_oferta,description
2026-06-30,2026-06-27,Stephen Rhodes - Alexander Rhodes Associates Ltd,Artificial Intelligence Consultant,IA,Valencia,hibrido,,,,no especificado,no especificado,https://www.adzuna.es/details/5779366346?utm_medium=api&utm_source=4332c1fe,"Senior AI Consultant - AI Start-up Pharmaceutical Manufacturing Sector Hybrid (Barcelona) Reports to Global VP Consulting Services This software-as-a-service provider transforms manufacturing operations in life science industries using advanced analytics and artificial intelligence. Following a recent Series C round of growth funding, they are looking for new team members motivated to make a positive contribution to the Life Sciences industry Their products and services are helping pharma manuf…"
2026-06-30,2026-06-27,Stephen Rhodes - Alexander Rhodes Associates Ltd,Artificial Intelligence Consultant,IA,Valladolid,hibrido,,,,no especificado,no especificado,https://www.adzuna.es/details/5779366662?utm_medium=api&utm_source=4332c1fe,"Senior AI Consultant - AI Start-up Pharmaceutical Manufacturing Sector Hybrid (Barcelona) Reports to Global VP Consulting Services This software-as-a-service provider transforms manufacturing operations in life science industries using advanced analytics and artificial intelligence. Following a recent Series C round of growth funding, they are looking for new team members motivated to make a positive contribution to the Life Sciences industry Their products and services are helping pharma manuf…"
2026-06-30,2026-06-29,Stephen Rhodes - Alexander Rhodes Associates Ltd,Artificial Intelligence Consultant,IA,"Mos, Pontevedra",hibrido,,,,no especificado,no especificado,https://www.adzuna.es/details/5781411497?utm_medium=api&utm_source=4332c1fe,"Senior AI Consultant - AI Start-up Pharmaceutical Manufacturing Sector Hybrid (Barcelona) Reports to Global VP Consulting Services This software-as-a-service provider transforms manufacturing operations in life science industries using advanced analytics and artificial intelligence. Following a recent Series C round of growth funding, they are looking for new team members motivated to make a positive contribution to the Life Sciences industry Their products and services are helping pharma manuf…"
2026-06-30,2026-06-29,Stephen Rhodes - Alexander Rhodes Associates Ltd,Artificial Intelligence Consultant,IA,España,hibrido,,,,no especificado,no especificado,https://www.adzuna.es/details/5781411068?utm_medium=api&utm_source=4332c1fe,"Senior AI Consultant - AI Start-up Pharmaceutical Manufacturing Sector Hybrid (Barcelona) Reports to Global VP Consulting Services This software-as-a-service provider transforms manufacturing operations in life science industries using advanced analytics and artificial intelligence. Following a recent Series C round of growth funding, they are looking for new team members motivated to make a positive contribution to the Life Sciences industry Their products and services are helping pharma manuf…"
2026-06-30,2026-06-29,Stephen Rhodes - Alexander Rhodes Associates Ltd,Artificial Intelligence Consultant,IA,Málaga,hibrido,,,,no especificado,no especificado,https://www.adzuna.es/details/5781409175?utm_medium=api&utm_source=4332c1fe,"Senior AI Consultant - AI Start-up Pharmaceutical Manufacturing Sector Hybrid (Barcelona) Reports to Global VP Consulting Services This software-as-a-service provider transforms manufacturing operations in life science industries using advanced analytics and artificial intelligence. Following a recent Series C round of growth funding, they are looking for new team members motivated to make a positive contribution to the Life Sciences industry Their products and services are helping pharma manuf…"
2026-06-30,2025-07-09,,Artificial Intelligence Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5292652229?utm_medium=api&utm_source=4332c1fe,"Our Company: At Teradata, we believe that people thrive when empowered with better information. That’s why we built the most complete cloud analytics and data platform for AI. By delivering harmonized data, trusted AI, and faster innovation, we uplift and empower our customers—and our customers’ customers—to make better, more confident decisions. The world’s top companies across every major industry trust Teradata to improve business performance, enrich customer experiences, and fully integrate…"
2026-06-30,2025-07-25,Paradigma Digital,Artificial Intelligence Engineer,IA,"Pozuelo de Alarcón, Madrid",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5320732481?utm_medium=api&utm_source=4332c1fe,Estamos buscando un Ingeniero/a de Machine Learning e IA para reforzar nuestro equipo de Data. Las responsabilidades principales para este puesto son: Diseño e implementación de arquitecturas de machine learning: crear y estructurar sistemas de mach…
2026-06-30,2025-12-05,ESADE Faculty Positions,Artificial Intelligence (Research-Track),IA,"Sant Cugat del Vallès, Barcelona",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5529360241?utm_medium=api&utm_source=4332c1fe,"Faculty Position in Artificial Intelligence (Research-Track) ESADE, Department of Data Analytics, Technology and AI The Department of Data Analytics, Technology and AI at ESADE Business School in Barcelona is seeking to appoint a full-time, research-track faculty member in Artificial Intelligence , with a research focus on Artificial Intelligence (AI) and/or quantitative methods for business research. Tenure-track (Assistant Professor) and tenured (Associate professor) options are available dep…"
2026-06-30,2025-12-05,ESADE Faculty Positions,Artificial Intelligence (Practitioner-Track),IA,"Sant Cugat del Vallès, Barcelona",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5529360509?utm_medium=api&utm_source=4332c1fe,"Faculty Position in Artificial Intelligence (Practitioner-Track) ESADE, Department of Data Analytics, Technology and AI The Department of Data Analytics, Technology and AI at ESADE Business School in Barcelona is seeking to appoint a full-time, practitioner-track faculty member in Artificial Intelligence, with a PhD in computer science, statistics, AI or related fields (and preferably, some research experience), industrial exposure to AI and past involvement in teaching. Starting date: Septembe…"
2026-06-30,2026-06-18,EPAM Systems,Enterprise Artificial Intelligence Architect,IA,"Barcelona, Cataluña",remoto,70000.0,100000.0,,"aws, azure",no especificado,https://www.adzuna.es/details/5768352724?utm_medium=api&utm_source=4332c1fe,"We're looking for an Enterprise Artificial Intelligence Architect to join our team in Barcelona, Spain, in a remote working mode. The Enterprise Artificial Intelligence Architect will play a key role in enabling AI product development across multiple cloud platforms, including AWS, Google Cloud and Azure. This role focuses on AI security, platforms and solutions, partnering with Business Technology Group teams, R&D, AI governance and regional data offices. The architect will integrate large lan…"
2026-06-30,2026-04-27,dLocal,"Artificial Intelligence, Technical Referent",IA,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5711960077?utm_medium=api&utm_source=4332c1fe,"Why should you join dLocal? dLocal enables the biggest companies in the world to collect payments in 40 countries in emerging markets. Global brands rely on us to increase conversion rates and simplify payment expansion effortlessly. As both a payments processor and a merchant of record where we operate, we make it possible for our merchants to make inroads into the world’s fastest-growing, emerging markets. By joining us you will be a part of an amazing global team that makes it all happen. Be…"
2026-06-30,2026-05-15,Avanade Inc.,Artificial Intelligence Solutions Architect,IA,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5730063320?utm_medium=api&utm_source=4332c1fe,"En tu día a día, participarás en todas las fases de los proyectos de Avanade, apoyarás el desarrollo de soluciones de infraestructura y contribuirás en la definición de operaciones tecnológicas. Te unirás a un equipo que valora la innovación y el compromiso, enfocándose siempre en el impacto positivo para nuestros clientes y la sociedad. Together we do what matters.Key Responsibilities:Dirigir y gestionar proyectos de IA generativa desde la conceptualización hasta la implementación y despliegue…"
2026-06-30,2026-05-15,AVANADE SPAINU Company,Artificial Intelligence Solutions Architect,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5729810873?utm_medium=api&utm_source=4332c1fe,"En tu día a día, participarás en todas las fases de los proyectos de Avanade, apoyarás el desarrollo de soluciones de infraestructur a y contribuirás en la definición de operaciones tecnológicas. Te unirás a un equipo que valora la innovación y el compromiso, enfocándose siempre en el impacto positivo para nuestros clientes y la sociedad. Together we do what matters . Key Responsibilities: Dirigir y gestionar proyectos de IA generativa desde la conceptualizac ión hasta la implementación y despl…"
2026-06-30,2024-11-24,"Kapres Technology, S.L.",Artificial Intelligence/Machine Learning Engineer,IA,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/4949297510?utm_medium=api&utm_source=4332c1fe,"Para la segunda empresa de Telecomunicaciones más grande de EEUU., buscamos AI Senior Network engineer , Ofrecemos contrato indefinido directo con el cliente final. Job Description Work in an Agile environment Develop, train and maintain Architecture and Configuration guidelines and various tools that depict the standard, approved equipment that can be planned, engineered and installed in the network Employ engineering principles to manage, process, and analyze extensive and intricate data sets…"
2026-06-30,2025-09-26,Avanade,Senior Artificial Intelligence - AI Engineer,IA,"Alicante, Comunidad Valenciana",no especificado,,,,python,no especificado,https://www.adzuna.es/details/5414837269?utm_medium=api&utm_source=4332c1fe,"Come join us In your day-to-day, you will participate in all phases of Avanade’s projects, support infrastructure development, and contribute to defining technological operations. You will join a team that values innovation and commitment, always focusing on the positive impact for our clients and society. Together, we do what matters. Skills and experiences Working knowledge of Python Knowledge of GenAI services available in cloud platforms Developed solutions in an experiment, prototype, pilo…"
2026-06-30,2026-06-29,GRADIANT,Machine Learning/Artificial Intelligence Engineer Senior,IA,"Vigo, Pontevedra",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5781089872?utm_medium=api&utm_source=4332c1fe,"Sobre Gradiant En Gradiant , centro tecnológico referente en Galicia, desarrollamos soluciones deeptech que combinan inteligencia artificial, ciberseguridad y comunicaciones avanzadas (5G/6G, satélite, sistemas aeronáuticos). Llevamos más de 15 años transformando el conocimiento en innovación real para empresas, liderando el ciclo completo de IDi hasta la transferencia tecnológica. Nuestro equipo está formado por profesionales apasionados por la tecnología, el impacto social y la excelencia. Si…"
2026-06-30,2025-10-22,PricewaterhouseCoopers,Consultoría | NJFY27 Junior Artificial Intelligence & Analytics | Septiembre 2026,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5459629686?utm_medium=api&utm_source=4332c1fe,"Job Description & Summary En PwC te ofrecemos la posibilidad de iniciar tu carrera profesional trabajando desde tu incorporación para clientes de primer nivel (tanto nacionales como internacionales). Formarás parte de un equipo de trabajo con gran variedad de perfiles profesionales que potenciarán tu aprendizaje. Apostamos por jóvenes sin experiencia, con pasión por el mundo de la Consultoría y la IA, que quieran desarrollar su carrera profesional con nosotros. En nuestra línea de Consultoría d…"
2026-06-30,2026-05-07,Airbus,Discover II 2026-2027 INTERNSHIP Artificial Intelligence for Composite Structural Sizing Process,IA,"Getafe, Madrid",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5720944498?utm_medium=api&utm_source=4332c1fe,"Job Description: Ready to join one of our Graduate Programs in Spain? AIRBUS offer more than 70 vacancies for our full time graduate program in Spain - Discover II 2026/2027 - Starting date 5th October 2026 until 1st October. We are looking for recent graduates from different disciplines interested in developing their professional career in the aeronautical sector. The current context demands different ways of looking, thinking and relating. The selection process will be during April 2026 until…"
2026-06-30,2026-06-23,Novartis,"Director, Audit Intelligence Enablement",IA,"Barcelona, Cataluña",no especificado,90000.0,120000.0,,no especificado,no especificado,https://www.adzuna.es/details/5773183290?utm_medium=api&utm_source=4332c1fe,"Summary Location: Barcelona, Spain This is a rare opportunity to shape the future of Internal Audit at scale. As Director, Audit Intelligence Enablement, you will define how advanced analytics and artificial intelligence are embedded into audit planning, execution, and insight—transforming how risks are identified, audits are delivered, and value is realised. You will sit at the intersection of audit strategy, data science, and adoption, translating complex audit needs into intelligence capabil…"
2026-06-30,2025-03-18,Sigma Group,Bulgarian Linguistic Projects (Madrid),IA,"Alcobendas, Madrid",no especificado,,,,no especificado,nativo,https://www.adzuna.es/details/5098880916?utm_medium=api&utm_source=4332c1fe,"Sigma.AI is a world leading technology company in data collection and annotation for the development of Artificial Intelligence systems with offices in Spain, the United States and the United Kingdom. We are currently looking for native Bulgarian transcribers for an on-site project in our Madrid office. Requirements: - Good comprehension and written expression of Bulgarian language is essential, no spelling mistakes. - Computer skills at user level. - Attention to detail. The following will be …"
2026-06-30,2025-03-18,Sigma Group,Slovak Linguistic Projects (Madrid),IA,"Alcobendas, Madrid",no especificado,,,,no especificado,nativo,https://www.adzuna.es/details/5098880914?utm_medium=api&utm_source=4332c1fe,"Sigma.AI is a world-leading technology company in data collection and annotation for the development of Artificial Intelligence systems with offices in Spain, the United States and the United Kingdom. We are currently looking for native Slovak transcribers for a project in our London office. Requirements: - Good comprehension and written expression of the Slovak language is essential, with no spelling mistakes. - Computer skills at user level. - Attention to detail. The following will be valued…"
2026-06-30,2026-06-18,Plexus Group,Gen AI Project Leader (Banking) | Hybrid Benefits,IA,España,remoto,,,,no especificado,no especificado,https://www.adzuna.es/details/5768353619?utm_medium=api&utm_source=4332c1fe,"A leading tech company is seeking a GEN AI Project Manager to oversee the implementation of Generative Artificial Intelligence solutions. This role involves managing technology projects within the banking sector, leading multidisciplinary teams, and utilizing agile methodologies. The work environment is hybrid, allowing collaboration from both office locations across Spain and remote setups. Benefits include ongoing training, health insurance, and flexible allowances. J-18808-Ljbffr"
2026-06-30,2026-04-18,Air Apps,Frontend Web Developer,WEB,España,no especificado,47000.0,58000.0,,no especificado,no especificado,https://www.adzuna.es/details/5703007073?utm_medium=api&utm_source=4332c1fe,"About Air Apps At Air Apps, we believe in thinking bigger—and moving faster. We’re a family-founded company on a mission to create the world’s first AI-powered Personal & Entrepreneurial Resource Planner (PRP), and we need your passion and ambition to help us change how people plan, work, and live. Born in Lisbon, Portugal, in 2018—and now with offices in both Lisbon and San Francisco—we’ve remained self-funded while reaching over 100 million downloads worldwide. Our long-term focus drives us t…"
2026-06-30,2026-04-09,Quoviz Consulting,Full Stack Web Developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5693820591?utm_medium=api&utm_source=4332c1fe,"About the Role At Quoviz, we’re building websites and digital ecosystems that support meaningful business outcomes for our clients. As a Full Stack Web Developer , you’ll be part of a lean, cross-functional team working on everything from marketing sites and eCommerce platforms to internal systems and customer portals. You’ll be expected to take ownership, communicate clearly, write clean code, and help shape technical solutions from idea to launch. We’re looking for someone with at least 3 yea…"
2026-06-30,2026-06-11,Labhouse,AI-Powered Web Developer,WEB,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5759180886?utm_medium=api&utm_source=4332c1fe,"Labhouse is a Barcelona-based startup studio building AI-powered mobile apps used by hundreds of thousands of people worldwide. Our products — including Invoice Fly and Summary AI — are designed to make everyday tasks faster, smarter, and simpler through a subscription model that puts the user first. We were founded by Andrés Bou and Horacio Martos , the duo behind SocialPoint (acquired by Take-Two Interactive), and we operate with the mindset of a product company: small teams, high ownership, …"
2026-06-30,2024-07-30,Persei vivarium,Web developer / SCRUM Master,WEB,Madrid,no especificado,,,,javascript,no especificado,https://www.adzuna.es/details/4800598406?utm_medium=api&utm_source=4332c1fe,"Tags:  eHealth wearables SCRUM PHP ZF2 MySQL jQuery CSS HTML5 javaScript DESCRIPCIÓN DE LA EMPRESA Persei vivarium ( www.perseivivarium.com ) is a group Companies in the eHealth area. We are co-creating amazing eHealth ecosystems with our stakeholders (Universities, Hospitals, Industry, Scientific Societies and Patients) to optimise and improve pathology management, throughout the continuum of care by capturing clinical information and transforming it into knowledge and high impact actions. Our…"
2026-06-30,2026-06-06,Airbus,BECA AHE - Web developer,WEB,Albacete,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5753698510?utm_medium=api&utm_source=4332c1fe,"Job Description: Ready to join one of our Graduate Programs in Spain? We are looking for recent graduates from different disciplines interested in developing their professional career in the aeronautical sector. The current context demands different ways of looking, thinking and relating. - Starting date October 1st 2026 until September 30th. - The selection process will take place from May 2026 to September 2026. What does this internship consist of? Together with Camilo José Cela University, …"
2026-06-30,2026-03-28,CT Ingenieros,Senior Full Stack Web Developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5680955553?utm_medium=api&utm_source=4332c1fe,"Descripción: En CT somos el socio estratégico en ingeniería e innovación de empresas líderes a nivel mundial. Con más de 38 años de experiencia, ofrecemos servicios de ingeniería que cubren todo el ciclo de vida del producto en industrias clave como aeroespacial, defensa, naval, automoción, transporte ferroviario, energía, energías renovables y la digitalización. Nuestro equipo de más de 2.000 ingenieros/as está comprometido a superar los límites de la tecnología, trabajando en un entorno colab…"
2026-06-30,2026-04-11,Grupo Espiral,Full Stack Web Developer – Prodity,WEB,"Gijón, Asturias",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5696361959?utm_medium=api&utm_source=4332c1fe,"¡Hola! En Prosafety, empresa tecnológica perteneciente al Grupo Espiral y fabricante del software Prodity queremos incorporar a un/a Desarrollador/a Senior FullStack con un enfoque en .Net y C# para integrarse a nuestro equipo de Desarrollo de producto como continuación de nuestro proyecto de crecimiento. Contamos con oficinas propias en 5 países, atendemos a más de 500 grandes clientes en todo el mundo y estamos en una etapa de fuerte crecimiento (más de un 40% desde 2020) y expansión internac…"
2026-06-30,2026-04-08,Quoviz Consulting,Frontend Web Developer - WordPress Specialist (Contract),WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5693811025?utm_medium=api&utm_source=4332c1fe,"Quoviz’s mission is to deliver maximum value to our clients and their projects, acting as an extension of their business, integrating seamlessly to deliver on the goals and objectives. Quoviz is seeking an experienced and highly skilled Frontend Web Developer with a strong focus on WordPress CMS to join our dynamic team. We pride ourselves on creating innovative and user-centric digital experiences that drive engagement and growth for our clients. As a Frontend Web Developer at Quoviz, you will…"
2026-06-30,2025-07-05,UDG Ludwigsburg,Advanced / Senior Frontend Web Developer (all genders),WEB,España,no especificado,,,,no especificado,b2,https://www.adzuna.es/details/5287629716?utm_medium=api&utm_source=4332c1fe,"United to grow leaders in a digital world. Advanced / Senior Frontend Web Developer (all genders) Full Time Barcelona, Provinz Barcelona, Spanien MacGyver Eagle eye Do you want to build modern web applications and bring innovative user interfaces to life? Then you’re the perfect fit for our team – working with German Corporate clients and German B2B World Market Leaders! The chance to become part of a large, international agency group: Approx. 350 great employees in Germany, a modern, customer-…"
2026-06-30,2025-12-12,NETT Digital School,Beca Desarrollador Web - Full Stack Web Developer,WEB,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5539670389?utm_medium=api&utm_source=4332c1fe,"Nuestro objetivo es que te incorpores a una empresa, durante 9 meses y aprendas a desarrollar proyectos integrales en distintas áreas del desarrollo web, con nuestro máster de Desarrollo Web Avanzado. Tras inscribirte en esta oferta te llegará un test a tu email para comprobar si eres apto para la beca, ¡atentx y revisa SPAM! Conseguirás dominar las últimas novedades de lenguajes de cliente como HTML y CSS, dominar a nivel experto los principales CMS del mercado como WordPress o PrestaShop, pro…"
2026-06-30,2026-06-28,NETT Digital School,Beca Desarrollador Web - Full Stack Web Developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5780180952?utm_medium=api&utm_source=4332c1fe,"Nuestro objetivo es que te incorpores a una empresa, durante 9 meses y aprendas a desarrollar proyectos integrales en distintas áreas del desarrollo web, con nuestro máster de Desarrollo Web Avanzado. Tras inscribirte en esta oferta te llegará un test a tu email para comprobar si eres apto para la beca, ¡atentx y revisa SPAM! Conseguirás dominar las últimas novedades de lenguajes de cliente como HTML y CSS, dominar a nivel experto los principales CMS del mercado como WordPress o PrestaShop, pro…"
2026-06-30,2026-06-01,Airbus,CORE DIGITAL CAMPUS - Web Developer - CRM Product Service Line (m/f),WEB,Albacete,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5746776282?utm_medium=api&utm_source=4332c1fe,"Job Description: An opportunity for a Web Developer (m/f) for CRM domain has arisen within Airbus Helicopters (Albacete) WHY JOIN US?  LIFE IN ALBACETE: QUALITY & CONVENIENCE - Forget long commutes. Albacete offers you the great advantage of a “15-minute city"": safe, accessible, comfortable and perfectly connected. Enjoy a premium standard of living at a competitive cost, ensuring you have the perfect balance between your career and your personal life.  AIRBUS HELICOPTERS: GROW WITH US - We off…"
2026-06-30,2026-06-27,Airbus,Core Digital Campus - Web Developer - Crm Product Service Line (M/F),WEB,Albacete,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5779368931?utm_medium=api&utm_source=4332c1fe,"Job Description Web Developer (m/f) – CRM domain – Airbus Helicopters España, SA, Albacete, Spain. Role Summary The selected candidate will join the AH Information Management Directorate to manage, drive, and monitor the delivery of digital projects related to the Airbus Helicopters Customer Relationship Management domain. In a context of high service usage, the candidate is accountable for the stability, performance, and operability of our solutions. The role serves as a pivotal liaison betwee…"
2026-06-30,2026-06-12,Pasiona,Full Stack Web Developer (Backend Focus) – Multi-cloud GenAI Platform / Secure GPT,WEB,Barcelona,no especificado,,,,"azure, aws",no especificado,https://www.adzuna.es/details/5760554340?utm_medium=api&utm_source=4332c1fe,"Descripción del puesto / Funciones Estamos buscando un/a Full Stack Web Developer con fuerte orientación backend para unirse al equipo de productos de IA que desarrolla una plataforma Multi-cloud de GenAI (Azure, AWS, Google Cloud), con foco principal en el servicio Secure GPT. Se trata de un rol técnico clave en un entorno internacional, donde contribuirás al diseño, desarrollo y evolución de capacidades avanzadas de IA generativa, garantizando seguridad, escalabilidad y cumplimiento regulator…"
2026-06-30,2026-04-04,eXperience IT Solutions,WordPress Developer (JavaScript & Web Components),WEB,España,no especificado,,,,javascript,no especificado,https://www.adzuna.es/details/5689513945?utm_medium=api&utm_source=4332c1fe,"Descripción: En Experience IT Solutions, compañía de servicios IT y desarrollo de software, buscamos un/a Desarrollador/a WordPress con experiencia en JavaScript para incorporarse a un equipo tecnológico en crecimiento. La persona seleccionada participará en el desarrollo y mantenimiento de soluciones web, trabajando tanto en la parte de WordPress como en desarrollos frontend modernos. Se valorará especialmente experiencia en arquitecturas basadas en Web Components. ¿Qué ofrecemos? Modalidad 10…"
2026-06-30,2026-04-18,eXperience IT Solutions,Desarrollador/a OutSystems 11  Java,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5703304418?utm_medium=api&utm_source=4332c1fe,"Descripción: ¿Qué buscamos? En eXperience IT Solutions seguimos creciendo y buscamos incorporar un/a Desarrollador/a OutSystems 11 con experiencia en entornos corporativos, que quiera participar en proyectos de desarrollo e integración de aplicaciones. Buscamos una persona con mentalidad técnica, orientación a calidad y experiencia trabajando con APIs y sistemas integrados. ¿Qué harás en tu día a día? Desarrollo de aplicaciones con OutSystems 11 Integración de sistemas mediante APIs REST Desarr…"
2026-06-30,2026-05-09,Homs Rentals,Desarrollador/a web para Woocommerce,WEB,"Cabrera de Mar, Barcelona",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5723859227?utm_medium=api&utm_source=4332c1fe,"Desarrollador/a web para Woocommerce Sobre nosotros Somos una empresa global de alquiler y pago por uso de herramientas, maquinaria, estructuras y equipos industriales, con más de 10 años de experiencia en una amplia variedad de aplicaciones y sectores: construcción, rehabilitación, eventos, industria, instalación, jardinería, limpieza y bricolaje. Descripción del puesto ¿Eres un apasionado del desarrollo web y te entusiasma la idea de trabajar en una empresa en expansión? Si además tienes expe…"
2026-06-30,2026-06-25,JetBrains,Head of Web Ecosystem,WEB,"Madrid, Comunidad de Madrid",no especificado,80000.0,120000.0,,"javascript, typescript",no especificado,https://www.adzuna.es/details/5776242797?utm_medium=api&utm_source=4332c1fe,"As Head of the Web Ecosystem, you will own the mid- and long-term strategy for JetBrains products for JavaScript and TypeScript developers. This role focuses on aligning product direction, go-to-market efforts, and external partnerships with the rapidly evolving web development ecosystem. You will translate ecosystem signals – from frameworks and tooling to community practices – into clear strategic priorities for JetBrains products. You will work closely with engineering, product management, m…"
2026-06-30,2026-04-09,Growmodo GmbH,Senior Motion Graphics Designer / AI Specialist (Full-Time / On-Call),WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5694157586?utm_medium=api&utm_source=4332c1fe,"At Growmodo, we empower fast-growing companies by connecting them with top-tier talent worldwide. Our mission is to foster growth, build strong relationships, and deliver a “wow” experience through innovative digital solutions. We’re passionate about pushing creative boundaries and leveraging cutting-edge technology to craft compelling visuals. We are now seeking a highly skilled Senior Motion Graphics Designer with AI proficiency to join our dynamic creative team. The Role Our standard work we…"
2026-06-30,2026-04-13,WebBeds,Front-end Developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5697925208?utm_medium=api&utm_source=4332c1fe,"About WebBeds Launched in 2013, WebBeds is a global marketplace for the travel trade, providing powerful distribution solutions that make selling and buying travel products easier. It sources accommodation and destination services from travel suppliers, aggregates and merchandises that content in the WebBeds platform, then distributes it to its global network of travel trade buyers, who sell to the travelling public. Hotels and other suppliers – global and regional hotel chains, independent hot…"
2026-06-30,2026-05-16,IQVIA,Software Development Engineer - Cronos,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5730832033?utm_medium=api&utm_source=4332c1fe,"Software Development Engineer Cronos Madrid, Spain We are seeking an experienced Web Developer to design, develop and support IIS-hosted sites and applications, balancing hands-on design and deployment with adherence to quality, security, and compliance standards. Essential Functions: Works at all layers of the application stack including front-end user interface and backend development. Supports and may lead projects within own organization with limited complexity, including the development of…"
2026-06-30,2026-06-19,TechBiz Global GmbH,"UI/UX Designer(Remote, Contractor)",WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5769067179?utm_medium=api&utm_source=4332c1fe,"At TechBiz Global, we are providing recruitment services to our TOP clients from our portfolio. We are currently looking for a creative and detail-oriented UI/UX Designer to join one of our client’s teams. This role is ideal for someone who can combine strong design thinking with a good understanding of modern web applications and developer collaboration. Kay Responsibilities: Design user-friendly web application interfaces. Create wireframes, prototypes, and high-fidelity designs. Improve user…"
2026-06-30,2026-05-15,IQVIA,Software Development Engineer - Cronos,WEB,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5730063525?utm_medium=api&utm_source=4332c1fe,"Software Development Engineer Cronos Madrid, Spain We are seeking an experienced Web Developer to design, develop and support IIS-hosted sites and applications, balancing hands-on design and deployment with adherence to quality, security, and compliance standards. Essential Functions:  Works at all layers of the application stack including front-end user interface and backend development.  Supports and may lead projects within own organization with limited complexity, including the development …"
2026-06-30,2026-06-18,Talentgrator,Senior NodeJS Developer,WEB,España,no especificado,,,,typescript,no especificado,https://www.adzuna.es/details/5768047499?utm_medium=api&utm_source=4332c1fe,"About the Role We are looking for a Senior Node.js Developer to join our team and help build a distributed, high-load real-time networking platform that processes, transforms, and routes large volumes of HTTP and WebSocket traffic between clients and external services. This is a highly technical engineering role focused on network services, protocol-level development, observability, runtime integrations, and modern software architecture. Our platform is built as a large TypeScript monorepositor…"
2026-06-30,2026-06-24,SGS,".NET Developer (VB.NET, WebForms, SQL Server, Azure)",WEB,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5774159621?utm_medium=api&utm_source=4332c1fe,"Job Description You will work on the development, maintenance , support and incremental modernisation of the UK Interactive systems (known as UKI). The role is hands-on and delivery-focused , supporting agreed enhancements, defect fixes, production support, security remediation, performance improvements and ongoing de-risking activity across existing UKI web-based applications. The UKI systems are live, customer-facing platforms used by business users, suppliers and external customers. The role…"
2026-06-30,2026-03-30,Resourceful Talent Group,Full Stack Engineer (Fintech),WEB,España,no especificado,,,,"react, react",no especificado,https://www.adzuna.es/details/5682614460?utm_medium=api&utm_source=4332c1fe,"We’re looking for a Senior Full Stack Engineer with strong React expertise, solid backend experience, hands-on Supabase, and deep experience with Stripe integrations and financial transaction systems. This role is focused on building and scaling a fintech application where real-time payments, secure data handling, and seamless transaction flows are core to the product. Responsibilities Build and maintain a full stack web application using React Develop and integrate REST APIs, webhooks, and thi…"
2026-06-30,2026-03-27,"Amazon Data Services Spain, S.L.","Senior Finance Analyst, Data Centre Finance - EMEA",WEB,Zaragoza,no especificado,,,,aws,no especificado,https://www.adzuna.es/details/5680043141?utm_medium=api&utm_source=4332c1fe,"Do you want to directly influence the future of some of the most successful products in cloud computing? Come join Amazon Web Services Finance! Amazon Web Services (AWS) is a highly reliable, scalable, low-cost infrastructure platform in the cloud that powers hundreds of thousands of enterprise, government and start-up business and organizations in over 190 countries around the world. Launched in 2006, Amazon Web Services officially began offering developer customers access to web services – no…"
